Возраст,Пол,Уровень образования,Профессия,Опыт работы,Зарплата,Регион
34.0,мужской,магистр,Девопс инженер,2,42988.0,Санкт-Петербург
54.0,женский,среднее общее,Учитель,4,83382.0,Новосибирск
22.0,мужской,среднее общее,Маркетолог,14,97618.0,Москва
31.0,женский,магистр,Системный администратор,36,52309.0,
20.0,женский,среднее профессиональное,Врач,17,52001.0,Челябинск
23.0,мужской,доктор наук,Дизайнер интерфейсов,9,38830.0,Новосибирск
42.0,мужской,магистр,Маркетолог,37,74630.0,Санкт-Петербург
52.0,мужской,доктор наук,Программист,3,102418.0,Москва
66.0,мужской,бакалавр,Бизнес-аналитик,31,45736.0,Челябинск
45.0,женский,бакалавр,Водитель,2,74523.0,Новосибирск
37.0,женский,бакалавр,Продуктовый менеджер,23,38021.0,Санкт-Петербург
40.0,женский,среднее общее,Строитель,24,76099.0,Новосибирск
45.0,женский,среднее общее,Учитель,28,27387.0,Москва
55.0,мужской,магистр,Врач,15,75810.0,Нижний Новгород
51.0,мужской,среднее общее,Учитель,25,27773.0,Санкт-Петербург
25.0,мужской,среднее общее,Инженер,34,62909.0,Челябинск
33.0,женский,бакалавр,Системный администратор,6,101515.0,Казань
19.0,мужской,среднее общее,Строитель,23,80321.0,Москва
40.0,женский,среднее общее,Диджитал-маркетолог,11,56300.0,Москва
38.0,мужской,доктор наук,Бизнес-аналитик,2,47986.0,Челябинск
44.0,женский,доктор наук,Программист,36,91434.0,Нижний Новгород
41.0,женский,среднее общее,Дизайнер интерфейсов,27,37739.0,Санкт-Петербург
,женский,бакалавр,Дизайнер интерфейсов,35,72489.0,Москва
28.0,женский,бакалавр,Маркетолог,20,22106.0,
19.0,мужской,среднее профессиональное,Финансовый аналитик,16,58583.0,Омск
23.0,мужской,бакалавр,Дизайнер интерфейсов,3,71508.0,Новосибирск
59.0,женский,магистр,Продуктовый менеджер,19,105392.0,Казань
35.0,мужской,среднее общее,Программист,3,55382.0,Новосибирск
39.0,мужской,бакалавр,Врач,8,47846.0,Омск
47.0,женский,,Диджитал-маркетолог,36,76283.0,Нижний Новгород
22.0,мужской,бакалавр,Дизайнер интерфейсов,24,88644.0,Новосибирск
42.0,женский,магистр,,21,79209.0,Москва
25.0,женский,бакалавр,Маркетолог,32,112985.0,Казань
23.0,мужской,бакалавр,Финансовый аналитик,5,84157.0,Казань
34.0,женский,бакалавр,Учитель,18,33775.0,Челябинск
47.0,мужской,бакалавр,,9,62080.0,Москва
38.0,мужской,среднее общее,Диджитал-маркетолог,13,102477.0,Москва
36.0,женский,среднее общее,Диджитал-маркетолог,11,91727.0,Казань
47.0,женский,,Программист,18,70877.0,Челябинск
46.0,женский,бакалавр,,33,63663.0,Новосибирск
47.0,мужской,среднее профессиональное,Диджитал-маркетолог,6,19429.0,Новосибирск
29.0,женский,,,26,53199.0,Нижний Новгород
36.0,мужской,магистр,Девопс инженер,37,62412.0,Москва
23.0,женский,среднее профессиональное,Актер,5,110226.0,Новосибирск
34.0,мужской,магистр,Бизнес-аналитик,6,62657.0,Москва
36.0,женский,,Бизнес-аналитик,10,87311.0,Москва
23.0,женский,бакалавр,Бизнес-аналитик,12,104669.0,Санкт-Петербург
46.0,женский,среднее общее,Водитель,38,44703.0,Казань
36.0,мужской,доктор наук,Маркетолог,5,41712.0,Москва
41.0,женский,среднее общее,Учитель,16,125881.0,Санкт-Петербург
46.0,женский,бакалавр,Водитель,23,129481.0,Москва
19.0,мужской,среднее общее,Актер,16,54332.0,Санкт-Петербург
34.0,женский,среднее общее,Водитель,35,60202.0,Москва
37.0,мужской,,Бизнес-аналитик,28,48353.0,Нижний Новгород
40.0,женский,среднее общее,Бизнес-аналитик,14,99830.0,Нижний Новгород
26.0,женский,магистр,Актер,19,62415.0,Нижний Новгород
37.0,мужской,среднее общее,Продуктовый менеджер,25,69355.0,Москва
36.0,мужской,среднее общее,UX-дизайнер,3,71565.0,Санкт-Петербург
54.0,женский,бакалавр,Финансовый аналитик,19,86132.0,Челябинск
45.0,мужской,магистр,Диджитал-маркетолог,19,76046.0,Нижний Новгород
24.0,женский,бакалавр,Инженер-программист,23,44582.0,Санкт-Петербург
31.0,женский,магистр,,37,41565.0,Москва
50.0,мужской,среднее общее,Дизайнер интерфейсов,30,31199.0,Москва
29.0,мужской,,Системный администратор,2,31000.0,Санкт-Петербург
26.0,женский,магистр,Финансовый аналитик,26,63561.0,Казань
31.0,мужской,среднее общее,Актер,14,31000.0,Санкт-Петербург
23.0,женский,бакалавр,Актер,31,100199.0,
37.0,мужской,магистр,Бухгалтер,1,34770.0,Челябинск
23.0,мужской,доктор наук,Бухгалтер,15,22200.0,Новосибирск
30.0,женский,среднее профессиональное,Продуктовый менеджер,3,65015.0,Москва
31.0,мужской,среднее профессиональное,Врач,18,83800.0,Екатеринбург
23.0,мужской,магистр,Девопс инженер,37,53209.0,Москва
69.0,женский,,UX-дизайнер,7,42374.0,Новосибирск
30.0,женский,среднее профессиональное,Аналитик больших данных,21,68797.0,Казань
37.0,мужской,доктор наук,Водитель,30,42431.0,
27.0,мужской,бакалавр,Продуктовый менеджер,16,74088.0,Санкт-Петербург
29.0,мужской,среднее профессиональное,Системный администратор,9,61256.0,Челябинск
26.0,мужской,среднее общее,,27,105225.0,Москва
25.0,женский,бакалавр,Аналитик больших данных,37,40750.0,Москва
28.0,женский,бакалавр,Маркетолог,25,68199.0,Москва
42.0,женский,доктор наук,Инженер,26,98891.0,Санкт-Петербург
29.0,мужской,магистр,Программист,37,144411.0,Омск
25.0,женский,бакалавр,,18,22644.0,Екатеринбург
44.0,женский,доктор наук,Дизайнер интерфейсов,24,16098.0,Нижний Новгород
43.0,мужской,среднее общее,Водитель,17,45068.0,Новосибирск
24.0,женский,доктор наук,Учитель,20,75079.0,Казань
40.0,женский,среднее профессиональное,Аналитик больших данных,3,62016.0,Санкт-Петербург
37.0,женский,магистр,UX-дизайнер,2,101123.0,Санкт-Петербург
43.0,мужской,бакалавр,Диджитал-маркетолог,1,90885.0,Новосибирск
22.0,женский,бакалавр,Строитель,31,64880.0,Казань
29.0,женский,среднее общее,Инженер-программист,11,94579.0,Санкт-Петербург
38.0,женский,доктор наук,,4,58905.0,
23.0,женский,бакалавр,Бухгалтер,18,31000.0,Москва
41.0,женский,среднее общее,,11,54538.0,Казань
30.0,женский,среднее общее,Актер,17,52419.0,
45.0,мужской,магистр,Диджитал-маркетолог,1,54515.0,Москва
59.0,женский,среднее общее,Актер,8,107564.0,Екатеринбург
30.0,женский,бакалавр,Бизнес-аналитик,3,60323.0,Москва
32.0,женский,среднее общее,Инженер,1,31000.0,Москва
50.0,женский,среднее общее,Системный администратор,28,20119.0,Москва
18.0,мужской,доктор наук,Диджитал-маркетолог,8,29602.0,Новосибирск
46.0,мужской,бакалавр,Дизайнер интерфейсов,25,58155.0,Санкт-Петербург
20.0,женский,магистр,Продуктовый менеджер,9,90811.0,Омск
27.0,мужской,бакалавр,Врач,31,23275.0,Челябинск
31.0,мужской,,Маркетолог,6,61522.0,Санкт-Петербург
45.0,женский,среднее профессиональное,Учитель,10,23456.0,Москва
26.0,мужской,,Программист,13,40361.0,Казань
43.0,мужской,среднее общее,Врач,2,12038.0,Новосибирск
30.0,мужской,,Системный администратор,3,40291.0,Казань
42.0,мужской,среднее профессиональное,Программист,29,52088.0,Челябинск
38.0,женский,магистр,UX-дизайнер,22,96200.0,Нижний Новгород
32.0,женский,доктор наук,Маркетолог,15,59270.0,Омск
31.0,мужской,среднее общее,Инженер-программист,7,15161.0,Санкт-Петербург
58.0,мужской,бакалавр,Маркетолог,37,45349.0,Санкт-Петербург
53.0,мужской,среднее общее,Инженер,1,36044.0,Омск
41.0,мужской,,Бухгалтер,12,50111.0,Москва
50.0,мужской,бакалавр,Дизайнер интерфейсов,29,100329.0,Санкт-Петербург
34.0,мужской,магистр,Программист,26,31000.0,Челябинск
48.0,мужской,магистр,Учитель,25,61644.0,Москва
39.0,женский,среднее общее,Диджитал-маркетолог,30,50291.0,Санкт-Петербург
20.0,мужской,среднее общее,Водитель,3,90415.0,Москва
52.0,мужской,среднее общее,Инженер,6,25438.0,Казань
47.0,мужской,среднее общее,UX-дизайнер,37,121696.0,Екатеринбург
45.0,женский,магистр,Системный администратор,31,109586.0,Санкт-Петербург
21.0,мужской,среднее профессиональное,Дизайнер интерфейсов,32,67107.0,Москва
38.0,женский,среднее общее,Инженер-программист,4,41918.0,Екатеринбург
39.0,женский,среднее профессиональное,Актер,11,60717.0,
32.0,женский,магистр,Бухгалтер,2,19432.0,
32.0,женский,бакалавр,Строитель,13,69455.0,Санкт-Петербург
39.0,мужской,бакалавр,,33,56069.0,Москва
27.0,мужской,среднее общее,UX-дизайнер,10,111774.0,Москва
40.0,женский,бакалавр,UX-дизайнер,24,37964.0,Казань
28.0,мужской,среднее общее,Инженер,19,42341.0,Нижний Новгород
27.0,мужской,бакалавр,Девопс инженер,35,32372.0,Новосибирск
47.0,женский,бакалавр,Инженер,13,37480.0,Казань
23.0,женский,среднее профессиональное,Бизнес-аналитик,20,89183.0,Нижний Новгород
18.0,мужской,среднее общее,Продуктовый менеджер,39,48890.0,Москва
67.0,мужской,,Учитель,10,53216.0,
58.0,женский,,Строитель,20,72967.0,Казань
43.0,женский,среднее профессиональное,Бизнес-аналитик,22,92451.0,Санкт-Петербург
49.0,женский,магистр,Учитель,27,31000.0,Нижний Новгород
32.0,мужской,среднее общее,Учитель,19,68825.0,Омск
40.0,мужской,,Маркетолог,16,53512.0,Москва
26.0,мужской,магистр,Продуктовый менеджер,23,57615.0,Москва
38.0,мужской,бакалавр,UX-дизайнер,28,57379.0,
38.0,мужской,среднее общее,Аналитик больших данных,39,45009.0,Санкт-Петербург
43.0,женский,среднее общее,UX-дизайнер,20,34741.0,Санкт-Петербург
29.0,мужской,бакалавр,Программист,9,63602.0,Москва
26.0,мужской,магистр,Строитель,8,80209.0,Москва
39.0,женский,среднее общее,Дизайнер интерфейсов,9,31000.0,Челябинск
48.0,мужской,доктор наук,Системный администратор,34,60565.0,Нижний Новгород
41.0,мужской,бакалавр,Маркетолог,8,120995.0,
25.0,женский,доктор наук,Финансовый аналитик,35,71205.0,Москва
23.0,женский,доктор наук,Водитель,20,62585.0,Москва
32.0,мужской,,Системный администратор,13,29357.0,Новосибирск
20.0,женский,магистр,Актер,12,39981.0,
37.0,мужской,магистр,Аналитик больших данных,34,70333.0,Москва
32.0,мужской,бакалавр,Актер,12,86426.0,Санкт-Петербург
52.0,женский,среднее общее,UX-дизайнер,10,81368.0,Москва
38.0,женский,среднее профессиональное,Актер,38,65680.0,Новосибирск
44.0,мужской,,Маркетолог,27,84034.0,Омск
27.0,мужской,среднее профессиональное,Аналитик больших данных,32,45835.0,Москва
28.0,мужской,среднее общее,Актер,13,49938.0,Москва
22.0,женский,среднее общее,Врач,10,46091.0,Москва
20.0,женский,магистр,Инженер-программист,39,21337.0,Нижний Новгород
42.0,женский,бакалавр,Продуктовый менеджер,2,76475.0,Москва
41.0,мужской,среднее общее,Бизнес-аналитик,9,45911.0,Санкт-Петербург
39.0,женский,бакалавр,,16,63108.0,Новосибирск
19.0,мужской,бакалавр,Финансовый аналитик,9,77417.0,Москва
31.0,женский,магистр,Инженер-программист,32,48653.0,Екатеринбург
20.0,женский,,Продуктовый менеджер,4,81985.0,Москва
33.0,женский,среднее общее,Программист,36,46178.0,Москва
50.0,мужской,среднее профессиональное,Аналитик больших данных,5,22674.0,Санкт-Петербург
43.0,женский,среднее общее,Маркетолог,29,75083.0,Нижний Новгород
32.0,женский,среднее профессиональное,Строитель,2,50140.0,Москва
44.0,мужской,бакалавр,Продуктовый менеджер,2,76996.0,Санкт-Петербург
33.0,мужской,бакалавр,UX-дизайнер,38,19774.0,Челябинск
23.0,женский,магистр,Учитель,26,35895.0,Санкт-Петербург
45.0,женский,среднее общее,,26,19698.0,Москва
44.0,женский,бакалавр,Бухгалтер,27,104955.0,Санкт-Петербург
33.0,женский,среднее общее,UX-дизайнер,4,68777.0,Москва
29.0,женский,бакалавр,UX-дизайнер,12,100615.0,Новосибирск
33.0,мужской,доктор наук,Девопс инженер,1,58425.0,Новосибирск
43.0,женский,магистр,Инженер-программист,6,101358.0,Казань
31.0,мужской,бакалавр,Актер,4,20519.0,Москва
36.0,мужской,среднее профессиональное,Маркетолог,39,58401.0,Нижний Новгород
40.0,женский,магистр,Актер,2,81584.0,Екатеринбург
33.0,женский,доктор наук,Бухгалтер,2,72517.0,Нижний Новгород
48.0,женский,бакалавр,Девопс инженер,39,82876.0,Новосибирск
37.0,мужской,среднее общее,Инженер,12,83652.0,Казань
40.0,мужской,магистр,Программист,3,97912.0,Екатеринбург
23.0,мужской,бакалавр,Актер,32,107232.0,Казань
45.0,мужской,среднее общее,,10,76563.0,Москва
36.0,мужской,магистр,Бухгалтер,19,23616.0,Москва
20.0,мужской,бакалавр,Финансовый аналитик,8,44983.0,Санкт-Петербург
58.0,женский,,Продуктовый менеджер,19,100188.0,Москва
44.0,мужской,магистр,Программист,6,46561.0,Казань
25.0,мужской,среднее профессиональное,Учитель,37,98043.0,Нижний Новгород
29.0,мужской,среднее общее,Врач,11,79527.0,Омск
22.0,мужской,магистр,Программист,29,67683.0,Новосибирск
31.0,женский,бакалавр,UX-дизайнер,35,102678.0,Санкт-Петербург
31.0,женский,среднее общее,Системный администратор,33,56634.0,Екатеринбург
24.0,женский,бакалавр,Девопс инженер,18,53660.0,Новосибирск
58.0,женский,магистр,Бухгалтер,14,31000.0,Челябинск
27.0,мужской,среднее общее,Бизнес-аналитик,35,69004.0,Казань
29.0,женский,бакалавр,Инженер-программист,31,91148.0,Санкт-Петербург
23.0,женский,доктор наук,Водитель,7,31000.0,Санкт-Петербург
19.0,женский,бакалавр,Девопс инженер,32,51057.0,Казань
43.0,женский,среднее профессиональное,Продуктовый менеджер,28,20239.0,
48.0,женский,бакалавр,Финансовый аналитик,3,31000.0,Москва
42.0,мужской,бакалавр,Строитель,4,78104.0,Москва
50.0,женский,магистр,Аналитик больших данных,29,31000.0,Екатеринбург
39.0,мужской,доктор наук,Системный администратор,31,89812.0,Екатеринбург
21.0,женский,,Дизайнер интерфейсов,25,69965.0,Челябинск
34.0,женский,бакалавр,Маркетолог,30,72781.0,Санкт-Петербург
51.0,мужской,среднее общее,Диджитал-маркетолог,27,31000.0,Санкт-Петербург
25.0,мужской,бакалавр,Врач,32,89332.0,Нижний Новгород
32.0,мужской,среднее общее,Системный администратор,15,31282.0,Москва
36.0,женский,среднее общее,Продуктовый менеджер,39,92628.0,Санкт-Петербург
34.0,мужской,среднее общее,Водитель,11,33730.0,Новосибирск
28.0,мужской,доктор наук,Программист,25,56359.0,Санкт-Петербург
30.0,мужской,,,4,67146.0,Челябинск
34.0,женский,бакалавр,Инженер-программист,3,34808.0,Екатеринбург
36.0,женский,магистр,Строитель,32,68869.0,Нижний Новгород
28.0,женский,бакалавр,Учитель,9,82006.0,Екатеринбург
41.0,мужской,среднее общее,Бизнес-аналитик,17,37142.0,Москва
30.0,женский,среднее общее,Девопс инженер,11,59191.0,Москва
51.0,мужской,бакалавр,UX-дизайнер,1,44228.0,
42.0,женский,бакалавр,Водитель,2,81300.0,Екатеринбург
48.0,мужской,бакалавр,Строитель,33,109159.0,Санкт-Петербург
44.0,женский,доктор наук,Финансовый аналитик,24,43240.0,Новосибирск
23.0,женский,магистр,Программист,2,70604.0,Казань
39.0,женский,бакалавр,Диджитал-маркетолог,31,37114.0,Нижний Новгород
29.0,мужской,бакалавр,Финансовый аналитик,9,90029.0,Москва
50.0,женский,доктор наук,Продуктовый менеджер,6,49994.0,Казань
35.0,женский,среднее профессиональное,Врач,38,56276.0,Челябинск
23.0,женский,доктор наук,Актер,2,66183.0,Омск
38.0,мужской,бакалавр,Продуктовый менеджер,1,77252.0,Москва
24.0,женский,,,5,47873.0,Санкт-Петербург
27.0,мужской,бакалавр,Бизнес-аналитик,10,31000.0,
64.0,женский,магистр,,15,21903.0,Екатеринбург
31.0,женский,магистр,Аналитик больших данных,16,50461.0,Москва
49.0,мужской,среднее профессиональное,Инженер-программист,14,90299.0,Москва
31.0,женский,среднее общее,Инженер-программист,39,52981.0,Москва
59.0,мужской,среднее профессиональное,Девопс инженер,8,86098.0,Санкт-Петербург
51.0,женский,бакалавр,Маркетолог,18,64022.0,
52.0,женский,бакалавр,Инженер,18,14011.0,Москва
32.0,женский,среднее общее,Диджитал-маркетолог,20,74748.0,Санкт-Петербург
34.0,женский,,Продуктовый менеджер,6,12955.0,Казань
28.0,мужской,среднее общее,Инженер,24,31000.0,Москва
59.0,мужской,,,35,31000.0,Челябинск
60.0,мужской,доктор наук,Инженер-программист,25,67920.0,Москва
35.0,женский,среднее общее,Врач,10,77102.0,Казань
60.0,женский,среднее общее,,21,31000.0,Москва
20.0,женский,,Маркетолог,37,103825.0,Москва
52.0,мужской,доктор наук,,29,80363.0,Челябинск
31.0,мужской,бакалавр,Аналитик больших данных,33,31000.0,Екатеринбург
35.0,женский,среднее профессиональное,UX-дизайнер,38,97449.0,Санкт-Петербург
46.0,мужской,бакалавр,Системный администратор,14,58487.0,Санкт-Петербург
40.0,женский,доктор наук,Учитель,31,38740.0,Санкт-Петербург
32.0,женский,среднее профессиональное,Аналитик больших данных,38,65789.0,Москва
54.0,женский,бакалавр,Маркетолог,5,53892.0,Екатеринбург
45.0,мужской,среднее общее,Бизнес-аналитик,9,43169.0,Москва
19.0,женский,среднее общее,Актер,20,21526.0,Санкт-Петербург
20.0,мужской,среднее профессиональное,Диджитал-маркетолог,10,103735.0,Омск
38.0,мужской,магистр,Финансовый аналитик,32,102668.0,Санкт-Петербург
19.0,женский,среднее общее,Финансовый аналитик,37,50093.0,Казань
43.0,женский,бакалавр,Врач,9,44265.0,Новосибирск
62.0,мужской,среднее общее,Актер,33,36561.0,Казань
56.0,мужской,,Финансовый аналитик,38,124346.0,Санкт-Петербург
33.0,мужской,доктор наук,Актер,18,69370.0,Санкт-Петербург
23.0,мужской,бакалавр,Финансовый аналитик,29,33266.0,Новосибирск
47.0,мужской,среднее общее,Водитель,11,83520.0,Новосибирск
31.0,женский,магистр,Дизайнер интерфейсов,15,30065.0,Челябинск
30.0,женский,бакалавр,Девопс инженер,38,79813.0,Новосибирск
46.0,мужской,,Учитель,8,115873.0,
36.0,мужской,среднее профессиональное,,11,61976.0,Новосибирск
38.0,женский,среднее общее,Бухгалтер,21,67197.0,Москва
27.0,мужской,среднее общее,Дизайнер интерфейсов,3,91407.0,Челябинск
31.0,мужской,,Врач,5,46851.0,Челябинск
29.0,мужской,среднее профессиональное,Финансовый аналитик,10,68990.0,Екатеринбург
69.0,мужской,магистр,Аналитик больших данных,5,37652.0,Санкт-Петербург
22.0,женский,доктор наук,,4,78113.0,Санкт-Петербург
27.0,женский,среднее профессиональное,Девопс инженер,2,65302.0,Москва
26.0,женский,среднее общее,Строитель,7,97806.0,Омск
32.0,мужской,магистр,Аналитик больших данных,14,14411.0,Санкт-Петербург
28.0,мужской,бакалавр,Диджитал-маркетолог,9,40500.0,Москва
22.0,мужской,среднее общее,Актер,1,55667.0,Новосибирск
69.0,мужской,среднее общее,Продуктовый менеджер,21,59284.0,
22.0,мужской,магистр,Водитель,11,72615.0,Екатеринбург
32.0,женский,среднее профессиональное,Системный администратор,1,50386.0,Челябинск
19.0,женский,доктор наук,Девопс инженер,5,64197.0,Москва
36.0,мужской,магистр,Финансовый аналитик,10,62133.0,Москва
53.0,мужской,среднее общее,Программист,2,46141.0,Новосибирск
46.0,женский,магистр,Инженер,27,70703.0,Казань
33.0,женский,бакалавр,Врач,8,81149.0,
23.0,женский,доктор наук,Маркетолог,31,43581.0,Санкт-Петербург
45.0,мужской,среднее профессиональное,UX-дизайнер,8,68609.0,Казань
30.0,женский,бакалавр,Аналитик больших данных,20,97423.0,Челябинск
47.0,мужской,среднее профессиональное,Инженер-программист,15,13363.0,Казань
23.0,мужской,бакалавр,Строитель,25,31000.0,Санкт-Петербург
57.0,мужской,,Дизайнер интерфейсов,33,50431.0,Санкт-Петербург
38.0,женский,доктор наук,Инженер-программист,12,70894.0,Санкт-Петербург
28.0,женский,магистр,Врач,28,67710.0,Москва
23.0,женский,среднее общее,Врач,1,90168.0,Нижний Новгород
43.0,женский,бакалавр,Маркетолог,14,51323.0,Новосибирск
39.0,женский,магистр,Девопс инженер,38,42066.0,Москва
38.0,женский,среднее профессиональное,Девопс инженер,25,108067.0,Новосибирск
24.0,мужской,среднее общее,,28,15677.0,Нижний Новгород
55.0,мужской,,Девопс инженер,18,32733.0,Казань
30.0,мужской,магистр,Аналитик больших данных,1,86036.0,
51.0,мужской,бакалавр,Диджитал-маркетолог,12,86672.0,Санкт-Петербург
48.0,женский,магистр,Инженер-программист,29,91561.0,Казань
53.0,мужской,бакалавр,Программист,26,56095.0,Москва
31.0,женский,среднее общее,Финансовый аналитик,23,89680.0,Казань
33.0,женский,среднее общее,Врач,26,34504.0,Москва
40.0,мужской,бакалавр,Врач,23,54534.0,Москва
40.0,женский,,Актер,1,106537.0,Омск
32.0,женский,магистр,Диджитал-маркетолог,12,50207.0,Нижний Новгород
27.0,мужской,доктор наук,Диджитал-маркетолог,38,65665.0,Новосибирск
28.0,женский,бакалавр,Водитель,9,59323.0,Санкт-Петербург
62.0,мужской,магистр,Финансовый аналитик,7,56602.0,Екатеринбург
56.0,женский,среднее профессиональное,Водитель,36,60101.0,Санкт-Петербург
69.0,мужской,бакалавр,Инженер-программист,16,79713.0,Нижний Новгород
22.0,женский,доктор наук,Маркетолог,21,20633.0,Челябинск
51.0,женский,бакалавр,Водитель,38,76205.0,Екатеринбург
31.0,мужской,среднее профессиональное,Учитель,4,88173.0,Москва
38.0,женский,магистр,Инженер-программист,8,94953.0,Санкт-Петербург
28.0,мужской,среднее общее,,3,31972.0,Омск
42.0,мужской,,Диджитал-маркетолог,2,99799.0,
19.0,мужской,среднее общее,Девопс инженер,8,36545.0,Казань
43.0,мужской,бакалавр,Системный администратор,9,60536.0,Нижний Новгород
34.0,женский,магистр,,11,35774.0,Москва
27.0,мужской,среднее общее,Водитель,13,54725.0,Екатеринбург
44.0,женский,бакалавр,Бизнес-аналитик,16,69573.0,
27.0,мужской,магистр,Программист,1,72766.0,Екатеринбург
34.0,женский,среднее общее,Программист,30,58272.0,Новосибирск
23.0,мужской,магистр,Дизайнер интерфейсов,29,95529.0,Челябинск
52.0,мужской,,Актер,3,100956.0,Казань
41.0,женский,среднее общее,Маркетолог,8,100327.0,Санкт-Петербург
20.0,мужской,бакалавр,Водитель,3,47397.0,Санкт-Петербург
24.0,мужской,среднее общее,UX-дизайнер,20,74945.0,
19.0,женский,магистр,Финансовый аналитик,26,73007.0,Нижний Новгород
29.0,женский,среднее общее,Системный администратор,1,66105.0,Челябинск
42.0,женский,доктор наук,Бухгалтер,18,97411.0,Москва
38.0,мужской,,Бухгалтер,23,78854.0,Екатеринбург
28.0,мужской,доктор наук,Финансовый аналитик,30,47967.0,Санкт-Петербург
43.0,мужской,бакалавр,,32,77237.0,Москва
38.0,женский,доктор наук,Учитель,7,42630.0,Москва
48.0,мужской,,Диджитал-маркетолог,20,33618.0,Омск
35.0,мужской,магистр,Строитель,34,61516.0,Москва
31.0,мужской,бакалавр,Финансовый аналитик,37,101580.0,Нижний Новгород
35.0,женский,среднее профессиональное,UX-дизайнер,14,41183.0,Нижний Новгород
23.0,мужской,доктор наук,Продуктовый менеджер,22,59112.0,Москва
45.0,мужской,,Актер,29,95832.0,Нижний Новгород
26.0,мужской,магистр,Дизайнер интерфейсов,8,40498.0,Санкт-Петербург
49.0,мужской,среднее профессиональное,Девопс инженер,9,56751.0,Санкт-Петербург
23.0,мужской,среднее профессиональное,Аналитик больших данных,27,38344.0,Санкт-Петербург
55.0,женский,среднее общее,Диджитал-маркетолог,37,64714.0,Челябинск
36.0,женский,бакалавр,,10,61666.0,Казань
24.0,мужской,,Инженер,9,76924.0,Новосибирск
36.0,мужской,магистр,Аналитик больших данных,22,55702.0,Москва
69.0,женский,доктор наук,Маркетолог,4,82448.0,Нижний Новгород
35.0,женский,среднее профессиональное,Дизайнер интерфейсов,12,69406.0,Москва
31.0,женский,доктор наук,Аналитик больших данных,4,48774.0,Челябинск
44.0,мужской,среднее профессиональное,Диджитал-маркетолог,34,58421.0,Новосибирск
34.0,женский,среднее общее,Инженер-программист,11,64129.0,
52.0,мужской,доктор наук,,7,78420.0,Новосибирск
43.0,женский,среднее профессиональное,Девопс инженер,35,56762.0,Екатеринбург
55.0,женский,бакалавр,Финансовый аналитик,29,51951.0,Екатеринбург
27.0,мужской,бакалавр,Программист,33,32909.0,Екатеринбург
39.0,женский,бакалавр,Финансовый аналитик,1,52059.0,Екатеринбург
31.0,женский,магистр,Актер,19,77031.0,Москва
19.0,женский,среднее общее,Маркетолог,14,33828.0,Санкт-Петербург
27.0,женский,,Девопс инженер,37,23131.0,Москва
51.0,мужской,среднее общее,Строитель,8,53699.0,Москва
26.0,женский,бакалавр,Финансовый аналитик,12,69791.0,Нижний Новгород
35.0,женский,бакалавр,Актер,34,68398.0,Санкт-Петербург
19.0,женский,бакалавр,Маркетолог,18,60239.0,
34.0,женский,бакалавр,Девопс инженер,5,30648.0,Челябинск
54.0,мужской,среднее профессиональное,Бухгалтер,28,91863.0,
69.0,женский,среднее общее,Врач,26,39840.0,Санкт-Петербург
24.0,женский,бакалавр,Инженер-программист,21,71519.0,Казань
55.0,мужской,среднее профессиональное,Финансовый аналитик,28,48729.0,Омск
42.0,мужской,бакалавр,,37,75328.0,Нижний Новгород
36.0,женский,магистр,Строитель,32,42580.0,Нижний Новгород
23.0,женский,магистр,Учитель,24,48779.0,Москва
47.0,женский,магистр,Учитель,9,62422.0,Челябинск
37.0,мужской,среднее общее,Девопс инженер,20,51928.0,Нижний Новгород
30.0,женский,среднее общее,Врач,6,121802.0,Новосибирск
31.0,мужской,среднее общее,Аналитик больших данных,10,100418.0,Санкт-Петербург
69.0,мужской,доктор наук,Врач,27,59272.0,Москва
29.0,женский,доктор наук,Актер,26,52372.0,Санкт-Петербург
35.0,женский,бакалавр,Девопс инженер,38,57440.0,Санкт-Петербург
41.0,женский,доктор наук,Программист,31,48378.0,Новосибирск
52.0,женский,доктор наук,Инженер,11,49278.0,Москва
40.0,женский,доктор наук,,9,39250.0,Санкт-Петербург
34.0,мужской,бакалавр,Финансовый аналитик,18,70380.0,Нижний Новгород
31.0,мужской,доктор наук,,19,117299.0,Челябинск
31.0,женский,магистр,Системный администратор,33,65207.0,Санкт-Петербург
57.0,мужской,доктор наук,Диджитал-маркетолог,21,51869.0,Нижний Новгород
33.0,мужской,доктор наук,Девопс инженер,13,36787.0,Челябинск
36.0,мужской,,Продуктовый менеджер,17,52341.0,Нижний Новгород
33.0,женский,бакалавр,Программист,22,86730.0,Санкт-Петербург
50.0,мужской,доктор наук,Продуктовый менеджер,8,98286.0,Екатеринбург
32.0,мужской,среднее общее,Строитель,30,32920.0,Челябинск
47.0,женский,бакалавр,,33,72954.0,Москва
34.0,мужской,бакалавр,Продуктовый менеджер,14,32855.0,Санкт-Петербург
33.0,мужской,,Врач,18,94183.0,Москва
42.0,женский,,Водитель,28,53606.0,Санкт-Петербург
62.0,мужской,доктор наук,Аналитик больших данных,22,31000.0,Санкт-Петербург
49.0,мужской,,Бухгалтер,3,38303.0,Омск
31.0,женский,среднее общее,,29,40547.0,Москва
42.0,мужской,бакалавр,UX-дизайнер,11,57069.0,Москва
31.0,мужской,доктор наук,Бизнес-аналитик,39,70206.0,Новосибирск
30.0,мужской,доктор наук,Девопс инженер,28,74809.0,Новосибирск
62.0,мужской,бакалавр,Диджитал-маркетолог,11,77387.0,Санкт-Петербург
